date,team,opponent,points_for,points_against,is_home,win
2021-04-04,1610612751,1610612741,107.0,115.0,0,0
2021-04-05,1610612751,1610612752,114.0,112.0,1,1
2021-04-07,1610612751,1610612740,139.0,111.0,1,1
2021-04-10,1610612751,1610612747,101.0,126.0,1,0
2021-04-13,1610612751,1610612750,127.0,97.0,0,1
2021-04-14,1610612751,1610612755,117.0,123.0,0,0
2021-04-16,1610612751,1610612766,130.0,115.0,1,1
2021-04-18,1610612751,1610612748,107.0,109.0,0,0
2021-04-20,1610612751,1610612740,134.0,129.0,0,1
2021-04-21,1610612751,1610612761,103.0,114.0,0,0
2021-04-23,1610612751,1610612738,109.0,104.0,1,1
2021-04-25,1610612751,1610612756,128.0,119.0,1,1
2021-04-27,1610612751,1610612761,116.0,103.0,0,1
2021-04-29,1610612751,1610612754,130.0,113.0,0,1
2021-04-30,1610612751,1610612757,109.0,128.0,1,0
2021-05-02,1610612751,1610612749,114.0,117.0,0,0
2021-05-04,1610612751,1610612749,118.0,124.0,0,0
2021-05-06,1610612751,1610612742,109.0,113.0,0,0
2021-05-08,1610612751,1610612743,125.0,119.0,0,1
2021-05-11,1610612751,1610612741,115.0,107.0,0,1
2021-05-12,1610612751,1610612759,128.0,116.0,1,1
2021-05-15,1610612751,1610612741,105.0,91.0,1,1
2021-05-16,1610612751,1610612739,123.0,109.0,1,1
2021-05-22,1610612751,1610612738,104.0,93.0,1,1
2021-05-25,1610612751,1610612738,130.0,108.0,1,1
2021-05-28,1610612751,1610612738,119.0,125.0,0,0
2021-05-30,1610612751,1610612738,141.0,126.0,0,1
2021-06-01,1610612751,1610612738,123.0,109.0,1,1
2021-06-05,1610612751,1610612749,115.0,107.0,1,1
2021-06-07,1610612751,1610612749,125.0,86.0,1,1
2021-06-10,1610612751,1610612749,83.0,86.0,0,0
2021-06-13,1610612751,1610612749,96.0,107.0,0,0
2021-06-15,1610612751,1610612749,114.0,108.0,1,1
2021-06-17,1610612751,1610612749,89.0,104.0,0,0
2021-06-19,1610612751,1610612749,111.0,115.0,1,0
2021-10-03,1610612751,1610612747,123.0,97.0,0,1
2021-10-08,1610612751,1610612749,119.0,115.0,1,1
2021-10-11,1610612751,1610612755,104.0,115.0,0,0
2021-10-14,1610612751,1610612750,107.0,101.0,1,1
2021-10-19,1610612751,1610612749,104.0,127.0,0,0
2021-10-22,1610612751,1610612755,114.0,109.0,0,1
2021-10-24,1610612751,1610612766,95.0,111.0,1,0
2021-10-25,1610612751,1610612764,104.0,90.0,1,1
2021-10-27,1610612751,1610612748,93.0,106.0,1,0
2021-10-29,1610612751,1610612754,105.0,98.0,1,1
2021-10-31,1610612751,1610612765,117.0,91.0,1,1
2021-11-03,1610612751,1610612737,117.0,108.0,1,1
2021-11-05,1610612751,1610612765,96.0,90.0,0,1
2021-11-07,1610612751,1610612761,116.0,103.0,0,1
2021-11-08,1610612751,1610612741,95.0,118.0,0,0
2021-11-10,1610612751,1610612753,123.0,90.0,0,1
2021-11-12,1610612751,1610612740,120.0,112.0,0,1
2021-11-14,1610612751,1610612760,120.0,96.0,0,1
2021-11-16,1610612751,1610612744,99.0,117.0,1,0
2021-11-17,1610612751,1610612739,109.0,99.0,1,1
2021-11-19,1610612751,1610612753,115.0,113.0,1,1
2021-11-22,1610612751,1610612739,117.0,112.0,0,1
2021-11-24,1610612751,1610612738,123.0,104.0,0,1
2021-11-27,1610612751,1610612756,107.0,113.0,1,0
2021-11-30,1610612751,1610612752,112.0,110.0,1,1
2021-12-03,1610612751,1610612750,110.0,105.0,1,1
2021-12-04,1610612751,1610612741,107.0,111.0,1,0
2021-12-07,1610612751,1610612742,102.0,99.0,0,1
2021-12-08,1610612751,1610612745,104.0,114.0,0,0
2021-12-10,1610612751,1610612737,113.0,105.0,0,1
2021-12-12,1610612751,1610612765,116.0,104.0,0,1
2021-12-14,1610612751,1610612761,131.0,129.0,1,1
2021-12-16,1610612751,1610612755,114.0,105.0,1,1
2021-12-18,1610612751,1610612753,93.0,100.0,1,0
2021-12-25,1610612751,1610612747,122.0,115.0,0,1
2021-12-27,1610612751,1610612746,124.0,108.0,0,1
2021-12-30,1610612751,1610612755,102.0,110.0,1,0
2022-01-01,1610612751,1610612746,116.0,120.0,1,0
2022-01-03,1610612751,1610612763,104.0,118.0,1,0
2022-01-05,1610612751,1610612754,129.0,121.0,0,1
2022-01-07,1610612751,1610612749,109.0,121.0,1,0
2022-01-09,1610612751,1610612759,121.0,119.0,1,1
2022-01-10,1610612751,1610612757,108.0,114.0,0,0
2022-01-12,1610612751,1610612741,138.0,112.0,0,1
2022-01-13,1610612751,1610612760,109.0,130.0,1,0
2022-01-15,1610612751,1610612740,120.0,105.0,1,1
2022-01-17,1610612751,1610612739,107.0,114.0,0,0
2022-01-19,1610612751,1610612764,119.0,118.0,0,1
2022-01-21,1610612751,1610612759,117.0,102.0,0,1
2022-01-23,1610612751,1610612750,125.0,136.0,0,0
2022-01-25,1610612751,1610612747,96.0,106.0,1,0
2022-01-26,1610612751,1610612743,118.0,124.0,1,0
2022-01-29,1610612751,1610612744,106.0,110.0,0,0
2022-02-01,1610612751,1610612756,111.0,121.0,0,0
2022-02-02,1610612751,1610612758,101.0,112.0,0,0
2022-02-04,1610612751,1610612762,102.0,125.0,0,0
2022-02-06,1610612751,1610612743,104.0,124.0,0,0
2022-02-08,1610612751,1610612738,91.0,126.0,1,0
2022-02-10,1610612751,1610612764,112.0,113.0,0,0
2022-02-12,1610612751,1610612748,111.0,115.0,0,0
2022-02-14,1610612751,1610612758,109.0,85.0,1,1
2022-02-16,1610612751,1610612752,111.0,106.0,0,1
2022-02-17,1610612751,1610612764,103.0,117.0,1,0
2022-02-24,1610612751,1610612738,106.0,129.0,1,0
2022-02-26,1610612751,1610612749,126.0,123.0,0,1
2022-02-28,1610612751,1610612761,97.0,133.0,1,0
2022-03-01,1610612751,1610612761,108.0,109.0,0,0
2022-03-03,1610612751,1610612748,107.0,113.0,1,0
2022-03-06,1610612751,1610612738,120.0,126.0,0,0
2022-03-08,1610612751,1610612766,132.0,121.0,0,1
2022-03-10,1610612751,1610612755,129.0,100.0,0,1
2022-03-13,1610612751,1610612752,110.0,107.0,1,1
2022-03-15,1610612751,1610612753,150.0,108.0,0,1
2022-03-16,1610612751,1610612742,111.0,113.0,1,0
2022-03-18,1610612751,1610612757,128.0,123.0,1,1
2022-03-21,1610612751,1610612762,114.0,106.0,1,1
2022-03-23,1610612751,1610612763,120.0,132.0,0,0
2022-03-26,1610612751,1610612748,110.0,95.0,0,1
2022-03-27,1610612751,1610612766,110.0,119.0,1,0
2022-03-29,1610612751,1610612765,130.0,123.0,1,1
2022-03-31,1610612751,1610612749,119.0,120.0,1,0
2022-04-02,1610612751,1610612737,115.0,122.0,0,0
2022-04-05,1610612751,1610612745,118.0,105.0,1,1
2022-04-06,1610612751,1610612752,110.0,98.0,0,1
2022-04-08,1610612751,1610612739,118.0,107.0,1,1
2022-04-10,1610612751,1610612754,134.0,126.0,1,1
2022-04-12,1610612751,1610612739,115.0,108.0,1,1
2022-04-17,1610612751,1610612738,114.0,115.0,0,0
2022-04-20,1610612751,1610612738,107.0,114.0,0,0
2022-04-23,1610612751,1610612738,103.0,109.0,1,0
2022-04-25,1610612751,1610612738,112.0,116.0,1,0
2022-10-03,1610612751,1610612755,108.0,127.0,1,0
2022-10-06,1610612751,1610612748,80.0,109.0,1,0
2022-10-12,1610612751,1610612749,107.0,97.0,0,1
2022-10-14,1610612751,1610612750,112.0,102.0,0,1
2022-10-19,1610612751,1610612740,108.0,130.0,1,0
2022-10-21,1610612751,1610612761,109.0,105.0,1,1
2022-10-24,1610612751,1610612763,124.0,134.0,0,0
2022-10-26,1610612751,1610612749,99.0,110.0,0,0
2022-10-27,1610612751,1610612742,125.0,129.0,1,0
2022-10-29,1610612751,1610612754,116.0,125.0,1,0
2022-10-31,1610612751,1610612754,116.0,109.0,1,1
2022-11-01,1610612751,1610612741,99.0,108.0,1,0
2022-11-04,1610612751,1610612764,128.0,86.0,0,1
2022-11-05,1610612751,1610612766,98.0,94.0,0,1
2022-11-07,1610612751,1610612742,94.0,96.0,0,0
2022-11-09,1610612751,1610612752,112.0,85.0,1,1
2022-11-12,1610612751,1610612746,110.0,95.0,0,1
2022-11-13,1610612751,1610612747,103.0,116.0,0,0
2022-11-15,1610612751,1610612758,121.0,153.0,0,0
2022-11-17,1610612751,1610612757,109.0,107.0,0,1
2022-11-20,1610612751,1610612763,127.0,115.0,1,1
2022-11-22,1610612751,1610612755,106.0,115.0,0,0
2022-11-23,1610612751,1610612761,112.0,98.0,0,1
2022-11-25,1610612751,1610612754,117.0,128.0,0,0
2022-11-27,1610612751,1610612757,111.0,97.0,1,1
2022-11-28,1610612751,1610612753,109.0,102.0,1,1
2022-11-30,1610612751,1610612764,113.0,107.0,1,1
2022-12-02,1610612751,1610612761,114.0,105.0,1,1
2022-12-04,1610612751,1610612738,92.0,103.0,1,0
2022-12-07,1610612751,1610612766,122.0,116.0,1,1
2022-12-09,1610612751,1610612737,120.0,116.0,1,1
2022-12-10,1610612751,1610612754,136.0,133.0,0,1
2022-12-12,1610612751,1610612764,112.0,100.0,0,1
2022-12-16,1610612751,1610612761,119.0,116.0,0,1
2022-12-18,1610612751,1610612765,124.0,121.0,0,1
2022-12-21,1610612751,1610612744,143.0,113.0,1,1
2003-10-07,1610612752,1610612764,86.0,104.0,0,0
2003-10-29,1610612752,1610612753,83.0,85.0,1,0
2003-11-01,1610612752,1610612759,74.0,86.0,0,0
2003-11-03,1610612752,1610612753,75.0,68.0,0,1
2003-11-05,1610612752,1610612749,90.0,106.0,1,0
2003-11-07,1610612752,1610612758,114.0,111.0,1,1
2003-11-08,1610612752,1610612749,87.0,90.0,0,0
2003-11-10,1610612752,1610612739,80.0,94.0,0,0
2003-11-14,1610612752,1610612751,80.0,85.0,0,0
2003-11-15,1610612752,1610612754,94.0,95.0,1,0
2003-11-17,1610612752,1610612738,89.0,86.0,1,1
2003-11-19,1610612752,1610612747,83.0,104.0,1,0
2003-11-21,1610612752,1610612765,85.0,94.0,0,0
2003-11-22,1610612752,1610612755,99.0,88.0,1,1
2003-11-24,1610612752,1610612738,94.0,88.0,0,1
2003-11-26,1610612752,1610612750,97.0,92.0,0,1
2003-11-27,1610612752,1610612754,70.0,93.0,0,0
2003-11-29,1610612752,1610612740,79.0,74.0,1,1
2003-12-01,1610612752,1610612765,78.0,79.0,1,0
2003-12-03,1610612752,1610612760,87.0,95.0,0,0
2003-12-05,1610612752,1610612757,81.0,88.0,0,0
2003-12-06,1610612752,1610612744,92.0,104.0,0,0
2003-12-09,1610612752,1610612747,90.0,98.0,0,0
2003-12-10,1610612752,1610612762,73.0,95.0,0,0
2003-12-13,1610612752,1610612743,95.0,88.0,1,1
2003-12-14,1610612752,1610612764,89.0,87.0,1,1
2003-12-16,1610612752,1610612744,86.0,104.0,1,0
2003-12-19,1610612752,1610612761,99.0,105.0,0,0
2003-12-20,1610612752,1610612737,103.0,92.0,1,1
2003-12-23,1610612752,1610612750,92.0,98.0,1,0
2003-12-26,1610612752,1610612763,98.0,94.0,0,1
2003-12-27,1610612752,1610612748,100.0,80.0,0,1
2003-12-29,1610612752,1610612753,114.0,86.0,0,1
2003-12-30,1610612752,1610612748,102.0,73.0,1,1
2004-01-02,1610612752,1610612741,99.0,104.0,1,0
2004-01-04,1610612752,1610612751,85.0,95.0,1,0
2004-01-06,1610612752,1610612739,96.0,107.0,0,0
2004-01-08,1610612752,1610612745,79.0,111.0,1,0
2004-01-10,1610612752,1610612749,94.0,88.0,1,1
2004-01-12,1610612752,1610612742,121.0,127.0,1,0
2004-01-14,1610612752,1610612753,120.0,110.0,1,1
2004-01-16,1610612752,1610612760,108.0,88.0,1,1
2004-01-17,1610612752,1610612741,101.0,96.0,0,1
2004-01-19,1610612752,1610612761,90.0,79.0,1,1
2004-01-21,1610612752,1610612745,71.0,86.0,0,0
2004-01-23,1610612752,1610612737,96.0,94.0,0,1
2004-01-24,1610612752,1610612748,77.0,85.0,1,0
2004-01-27,1610612752,1610612759,67.0,77.0,1,0
2004-01-30,1610612752,1610612738,92.0,74.0,0,1
2004-01-31,1610612752,1610612756,110.0,105.0,1,1
2004-02-03,1610612752,1610612754,97.0,90.0,1,1
2004-02-07,1610612752,1610612748,76.0,64.0,0,1
2004-02-08,1610612752,1610612746,110.0,104.0,1,1
2004-02-10,1610612752,1610612742,90.0,105.0,0,0
2004-02-11,1610612752,1610612740,98.0,106.0,0,0
2004-02-17,1610612752,1610612765,92.0,88.0,1,1
2004-02-20,1610612752,1610612762,78.0,92.0,1,0
2004-02-22,1610612752,1610612739,86.0,92.0,1,0
2004-02-24,1610612752,1610612758,99.0,107.0,0,0
2004-02-25,1610612752,1610612756,95.0,113.0,0,0
2004-02-27,1610612752,1610612746,94.0,96.0,0,0
2004-02-29,1610612752,1610612743,96.0,107.0,0,0
2004-03-03,1610612752,1610612755,88.0,77.0,1,1
2004-03-05,1610612752,1610612761,109.0,103.0,0,1
2004-03-07,1610612752,1610612764,99.0,86.0,0,1
2004-03-09,1610612752,1610612738,84.0,87.0,1,0
2004-03-12,1610612752,1610612755,94.0,99.0,0,0
2004-03-14,1610612752,1610612749,103.0,100.0,0,1
2004-03-16,1610612752,1610612764,114.0,110.0,1,1
2004-03-19,1610612752,1610612751,79.0,65.0,1,1
2004-03-20,1610612752,1610612741,81.0,87.0,0,0
2004-03-22,1610612752,1610612737,96.0,84.0,1,1
2004-03-24,1610612752,1610612763,97.0,111.0,1,0
2004-03-26,1610612752,1610612761,108.0,101.0,1,1
2004-03-27,1610612752,1610612765,85.0,100.0,0,0
2004-03-29,1610612752,1610612757,92.0,91.0,1,1
2004-04-02,1610612752,1610612751,83.0,108.0,0,0
2004-04-03,1610612752,1610612755,86.0,75.0,0,1
2004-04-06,1610612752,1610612754,86.0,107.0,0,0
2004-04-07,1610612752,1610612741,96.0,82.0,1,1
2004-04-10,1610612752,1610612764,102.0,98.0,0,1
2004-04-12,1610612752,1610612740,101.0,97.0,0,1
2004-04-14,1610612752,1610612739,90.0,100.0,1,0
2004-04-17,1610612752,1610612751,83.0,107.0,0,0
2004-04-20,1610612752,1610612751,81.0,99.0,0,0
2004-04-22,1610612752,1610612751,78.0,81.0,1,0
2004-04-25,1610612752,1610612751,94.0,100.0,1,0
2004-10-22,1610612752,1610612750,82.0,102.0,0,0
2004-10-24,1610612752,1610612742,102.0,86.0,1,1
2004-10-26,1610612752,1610612751,86.0,79.0,0,1
2004-10-28,1610612752,1610612762,93.0,85.0,1,1
2004-11-03,1610612752,1610612750,93.0,99.0,0,0
2004-11-06,1610612752,1610612738,73.0,107.0,1,0
2004-11-09,1610612752,1610612755,96.0,88.0,1,1
2004-11-12,1610612752,1610612746,110.0,96.0,1,1
2004-11-13,1610612752,1610612754,97.0,103.0,0,0
2004-11-16,1610612752,1610612759,81.0,99.0,0,0
2004-11-18,1610612752,1610612745,93.0,92.0,0,1
2004-11-19,1610612752,1610612742,101.0,103.0,0,0
2004-11-21,1610612752,1610612739,98.0,88.0,1,1
2004-11-23,1610612752,1610612737,104.0,88.0,1,1
2004-11-24,1610612752,1610612761,91.0,114.0,0,0
2004-11-27,1610612752,1610612761,108.0,102.0,1,1
2004-11-30,1610612752,1610612737,110.0,109.0,0,1
2004-12-01,1610612752,1610612763,90.0,82.0,1,1
2004-12-03,1610612752,1610612753,98.0,104.0,1,0
2004-12-04,1610612752,1610612766,101.0,107.0,0,0
2004-12-07,1610612752,1610612763,88.0,96.0,0,0
2004-12-08,1610612752,1610612740,86.0,79.0,0,1
2004-12-10,1610612752,1610612764,104.0,106.0,0,0
2004-12-12,1610612752,1610612743,107.0,96.0,1,1
2004-12-14,1610612752,1610612751,87.0,79.0,0,1
2004-12-15,1610612752,1610612765,93.0,94.0,1,0
2004-12-17,1610612752,1610612755,113.0,107.0,0,1
2004-12-19,1610612752,1610612762,94.0,93.0,1,1
2004-12-21,1610612752,1610612742,94.0,123.0,1,0
2004-12-22,1610612752,1610612738,109.0,114.0,0,0
2004-12-26,1610612752,1610612766,91.0,82.0,1,1
2004-12-27,1610612752,1610612753,119.0,111.0,0,1
2004-12-29,1610612752,1610612750,100.0,87.0,1,1
2005-01-01,1610612752,1610612751,87.0,93.0,1,0
2005-01-04,1610612752,1610612758,98.0,105.0,1,0
2005-01-05,1610612752,1610612748,94.0,102.0,0,0
2005-01-08,1610612752,1610612739,79.0,104.0,0,0
2005-01-09,1610612752,1610612757,113.0,105.0,1,1
2005-01-11,1610612752,1610612740,82.0,88.0,1,0
2005-01-15,1610612752,1610612741,84.0,86.0,0,0
2005-01-17,1610612752,1610612741,86.0,88.0,1,0
2005-01-19,1610612752,1610612761,81.0,98.0,0,0
2005-01-21,1610612752,1610612745,91.0,92.0,1,0
2005-01-23,1610612752,1610612749,96.0,101.0,1,0
2005-01-25,1610612752,1610612756,118.0,133.0,1,0
2005-01-28,1610612752,1610612739,99.0,96.0,1,1
2005-01-29,1610612752,1610612765,61.0,91.0,0,0
2005-01-31,1610612752,1610612746,89.0,96.0,0,0
2005-02-01,1610612752,1610612743,76.0,96.0,0,0
2005-02-04,1610612752,1610612758,115.0,116.0,0,0
2005-02-05,1610612752,1610612756,106.0,114.0,0,0
2005-02-07,1610612752,1610612762,102.0,99.0,0,1
2005-02-09,1610612752,1610612748,110.0,116.0,1,0
2005-02-11,1610612752,1610612738,94.0,111.0,0,0
2005-02-13,1610612752,1610612766,102.0,99.0,1,1
2005-02-14,1610612752,1610612755,105.0,106.0,0,0
2005-02-16,1610612752,1610612749,108.0,90.0,1,1
2005-02-22,1610612752,1610612765,88.0,97.0,0,0
2005-02-24,1610612752,1610612755,113.0,101.0,1,1
2005-02-26,1610612752,1610612754,90.0,79.0,1,1
2005-02-28,1610612752,1610612747,117.0,115.0,1,1
2005-03-04,1610612752,1610612753,89.0,111.0,0,0
2005-03-06,1610612752,1610612744,115.0,99.0,1,1
2005-03-08,1610612752,1610612764,93.0,83.0,1,1
2005-03-13,1610612752,1610612760,80.0,90.0,1,0
2005-03-15,1610612752,1610612748,96.0,98.0,1,0
2005-03-18,1610612752,1610612737,106.0,92.0,0,1
2005-03-19,1610612752,1610612748,82.0,97.0,0,0
2005-03-21,1610612752,1610612759,88.0,75.0,1,1
2005-03-23,1610612752,1610612738,107.0,82.0,1,1
2005-03-25,1610612752,1610612760,101.0,109.0,0,0
2005-03-26,1610612752,1610612757,96.0,103.0,0,0
2005-03-28,1610612752,1610612744,100.0,108.0,0,0
2005-03-29,1610612752,1610612747,107.0,117.0,0,0
2005-04-01,1610612752,1610612751,91.0,93.0,1,0
2005-04-03,1610612752,1610612749,102.0,106.0,0,0
2005-04-05,1610612752,1610612754,79.0,97.0,1,0
2005-04-07,1610612752,1610612751,98.0,110.0,0,0
2005-04-08,1610612752,1610612741,94.0,102.0,1,0
2005-04-10,1610612752,1610612754,113.0,112.0,0,1
2005-04-12,1610612752,1610612761,93.0,105.0,1,0
2005-04-14,1610612752,1610612739,95.0,89.0,0,1
2005-04-16,1610612752,1610612766,100.0,98.0,0,1
2005-04-17,1610612752,1610612737,135.0,139.0,1,0
2005-04-19,1610612752,1610612741,91.0,92.0,0,0
2005-04-20,1610612752,1610612764,113.0,105.0,1,1
2005-10-15,1610612752,1610612751,93.0,84.0,0,1
2005-10-16,1610612752,1610612742,102.0,104.0,1,0
2005-10-18,1610612752,1610612755,99.0,114.0,1,0
2005-10-21,1610612752,1610612742,85.0,86.0,0,0
2005-10-22,1610612752,1610612759,96.0,90.0,0,1
2005-10-25,1610612752,1610612755,80.0,71.0,0,1
2005-10-28,1610612752,1610612751,86.0,91.0,1,0
2005-11-02,1610612752,1610612738,100.0,114.0,0,0
2005-11-04,1610612752,1610612764,75.0,86.0,1,0
2005-11-06,1610612752,1610612744,81.0,83.0,1,0
2005-11-09,1610612752,1610612757,83.0,95.0,0,0
2005-11-11,1610612752,1610612744,84.0,86.0,0,0
2005-11-13,1610612752,1610612758,105.0,95.0,0,1
2005-11-14,1610612752,1610612762,73.0,62.0,0,1
2005-11-16,1610612752,1610612747,92.0,97.0,0,0
2005-11-18,1610612752,1610612743,86.0,95.0,0,0
2005-11-20,1610612752,1610612757,103.0,92.0,1,1
2005-11-23,1610612752,1610612766,95.0,108.0,0,0
2005-11-26,1610612752,1610612755,105.0,102.0,1,1
2005-11-28,1610612752,1610612748,94.0,107.0,0,0
2005-11-30,1610612752,1610612741,109.0,101.0,1,1
2005-12-02,1610612752,1610612765,98.0,106.0,0,0
2005-12-04,1610612752,1610612738,99.0,102.0,1,0
2005-12-06,1610612752,1610612760,104.0,101.0,0,1
2005-12-07,1610612752,1610612746,79.0,84.0,0,0
2005-12-09,1610612752,1610612756,81.0,85.0,0,0
2005-12-12,1610612752,1610612749,92.0,112.0,1,0
2005-12-14,1610612752,1610612753,90.0,105.0,1,0
2005-12-16,1610612752,1610612737,111.0,122.0,0,0
2005-12-17,1610612752,1610612754,96.0,102.0,1,0
2005-12-21,1610612752,1610612759,96.0,109.0,1,0
2005-12-23,1610612752,1610612762,98.0,90.0,1,1
2005-12-26,1610612752,1610612751,101.0,109.0,1,0
2005-12-28,1610612752,1610612753,95.0,105.0,0,0
2005-12-30,1610612752,1610612749,108.0,113.0,0,0
2006-01-02,1610612752,1610612756,140.0,133.0,1,1
2006-01-06,1610612752,1610612764,113.0,92.0,1,1
2006-01-08,1610612752,1610612760,120.0,116.0,1,1
2006-01-10,1610612752,1610612739,92.0,84.0,0,1
2006-01-11,1610612752,1610612742,117.0,115.0,1,1
2006-01-13,1610612752,1610612737,105.0,94.0,1,1
2006-01-15,1610612752,1610612761,103.0,129.0,0,0
2006-01-16,1610612752,1610612750,90.0,96.0,1,0
2006-01-18,1610612752,1610612741,104.0,106.0,0,0
2006-01-19,1610612752,1610612765,79.0,105.0,1,0
2006-01-21,1610612752,1610612740,98.0,109.0,1,0
2006-01-25,1610612752,1610612758,102.0,106.0,1,0
2006-01-27,1610612752,1610612753,97.0,94.0,1,1
2006-01-28,1610612752,1610612755,76.0,91.0,0,0
2006-01-30,1610612752,1610612737,101.0,120.0,0,0
2006-01-31,1610612752,1610612747,97.0,130.0,1,0
2006-02-03,1610612752,1610612761,90.0,104.0,0,0
2006-02-05,1610612752,1610612745,89.0,93.0,1,0
2006-02-07,1610612752,1610612746,82.0,85.0,1,0
2006-02-08,1610612752,1610612751,83.0,96.0,0,0
2006-02-10,1610612752,1610612740,100.0,111.0,0,0
2006-02-12,1610612752,1610612745,83.0,90.0,0,0
2006-02-13,1610612752,1610612742,72.0,100.0,0,0
2006-02-15,1610612752,1610612761,98.0,96.0,1,1
2006-02-22,1610612752,1610612748,83.0,103.0,1,0
2006-02-24,1610612752,1610612751,90.0,94.0,1,0
2006-02-25,1610612752,1610612764,89.0,110.0,0,0
2006-02-27,1610612752,1610612759,93.0,121.0,0,0
2006-03-01,1610612752,1610612763,99.0,101.0,0,0
2006-03-03,1610612752,1610612741,101.0,108.0,1,0
2006-03-04,1610612752,1610612749,103.0,98.0,0,1
2006-03-07,1610612752,1610612754,107.0,92.0,0,1
2006-03-11,1610612752,1610612766,109.0,116.0,0,0
2006-03-13,1610612752,1610612743,96.0,108.0,1,0
2006-03-15,1610612752,1610612737,121.0,117.0,1,1
2006-03-17,1610612752,1610612765,105.0,103.0,1,1
2006-03-19,1610612752,1610612748,100.0,111.0,1,0
2006-03-21,1610612752,1610612761,109.0,114.0,1,0
2006-03-22,1610612752,1610612753,87.0,111.0,0,0
2006-03-24,1610612752,1610612763,75.0,91.0,1,0
2006-03-26,1610612752,1610612750,94.0,98.0,0,0
2006-03-29,1610612752,1610612738,98.0,123.0,1,0
2006-03-31,1610612752,1610612755,112.0,117.0,1,0
2006-04-02,1610612752,1610612755,95.0,114.0,0,0
2006-04-04,1610612752,1610612764,90.0,105.0,0,0
2006-04-05,1610612752,1610612739,96.0,94.0,1,1
2006-04-07,1610612752,1610612754,98.0,96.0,1,1
2006-04-09,1610612752,1610612738,101.0,86.0,0,1
2006-04-10,1610612752,1610612754,82.0,101.0,0,0
2006-04-13,1610612752,1610612739,87.0,91.0,0,0
2006-04-14,1610612752,1610612749,80.0,97.0,1,0
2006-04-16,1610612752,1610612765,97.0,103.0,0,0
2006-04-17,1610612752,1610612766,91.0,98.0,1,0
2006-04-19,1610612752,1610612751,90.0,83.0,0,1
2006-10-13,1610612752,1610612751,111.0,97.0,1,1
2006-10-14,1610612752,1610612755,102.0,100.0,0,1
2006-10-17,1610612752,1610612738,116.0,108.0,1,1
2006-10-21,1610612752,1610612738,89.0,113.0,0,0
2006-10-24,1610612752,1610612755,113.0,102.0,1,1
2006-10-27,1610612752,1610612751,121.0,138.0,0,0
2006-11-01,1610612752,1610612763,118.0,117.0,0,1
2006-11-03,1610612752,1610612737,92.0,102.0,0,0
2006-11-04,1610612752,1610612754,95.0,109.0,1,0
2006-11-06,1610612752,1610612759,93.0,105.0,1,0
2006-11-08,1610612752,1610612743,109.0,107.0,0,1
2006-11-10,1610612752,1610612745,94.0,103.0,0,0
2006-11-11,1610612752,1610612759,92.0,100.0,0,0
2006-11-13,1610612752,1610612739,96.0,102.0,1,0
2006-11-15,1610612752,1610612764,102.0,82.0,1,1
2006-11-17,1610612752,1610612748,100.0,76.0,0,1
2006-11-18,1610612752,1610612738,118.0,122.0,1,0
2006-11-20,1610612752,1610612745,90.0,97.0,1,0
2006-11-22,1610612752,1610612750,89.0,107.0,0,0
2006-11-24,1610612752,1610612738,101.0,77.0,0,1
2006-11-25,1610612752,1610612741,95.0,106.0,1,0
2006-11-28,1610612752,1610612741,85.0,102.0,0,0
2006-11-29,1610612752,1610612739,101.0,98.0,0,1
2006-12-01,1610612752,1610612765,100.0,108.0,0,0
2006-12-02,1610612752,1610612761,100.0,103.0,1,0
2006-12-04,1610612752,1610612763,98.0,90.0,1,1
2006-12-06,1610612752,1610612764,102.0,113.0,1,0
2006-12-09,1610612752,1610612749,115.0,107.0,1,1
2006-12-11,1610612752,1610612738,90.0,97.0,1,0
2006-12-13,1610612752,1610612737,94.0,82.0,1,1
2006-12-15,1610612752,1610612754,96.0,112.0,0,0
2006-12-16,1610612752,1610612743,100.0,123.0,1,0
2006-12-18,1610612752,1610612762,97.0,96.0,1,1
2006-12-20,1610612752,1610612766,111.0,109.0,1,1
2006-12-22,1610612752,1610612741,103.0,92.0,1,1
2006-12-23,1610612752,1610612755,77.0,98.0,0,0
2006-12-27,1610612752,1610612765,151.0,145.0,1,1
2006-12-29,1610612752,1610612756,86.0,108.0,0,0
2006-12-31,1610612752,1610612746,80.0,90.0,0,0
2007-01-02,1610612752,1610612758,100.0,112.0,0,0
2007-01-03,1610612752,1610612757,99.0,81.0,0,1
2007-01-05,1610612752,1610612760,111.0,93.0,0,1
2007-01-10,1610612752,1610612755,106.0,99.0,1,1
2007-01-12,1610612752,1610612766,110.0,126.0,1,0
2007-01-15,1610612752,1610612758,102.0,97.0,1,1
2007-01-17,1610612752,1610612764,98.0,99.0,0,0
2007-01-19,1610612752,1610612751,100.0,101.0,1,0
2007-01-20,1610612752,1610612754,108.0,106.0,0,1
2007-01-22,1610612752,1610612748,83.0,101.0,0,0
2007-01-24,1610612752,1610612756,107.0,112.0,1,0
2007-01-26,1610612752,1610612748,116.0,96.0,1,1
2007-01-28,1610612752,1610612749,105.0,107.0,0,0
2007-01-30,1610612752,1610612747,99.0,94.0,1,1
2007-01-31,1610612752,1610612766,87.0,104.0,0,0
2007-02-03,1610612752,1610612753,94.0,86.0,0,1
2007-02-06,1610612752,1610612746,102.0,90.0,1,1
2007-02-10,1610612752,1610612762,102.0,104.0,0,0
2007-02-13,1610612752,1610612747,107.0,106.0,0,1
